Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
1326,211,1738,1358,1378,0,62
1401,413,1010,1838,1171,0,73
1387,1570,937,1276,1272,0,73
1399,1822,2336,1612,1372,0,68
1361,5,3397,1244,1064,570,73
1395,396,1314,745,1451,720,52
1408,103,2393,1792,1468,0,76
683,1295,1589,239,880,24,55
1349,169,1632,944,632,690,31
1404,398,3028,1626,1484,209,70
1367,391,2763,469,1047,565,38
660,116,1680,1156,760,759,27
1384,59,1882,1037,1354,12,61
1382,560,3079,1766,969,268,64
1353,855,1042,820,1171,0,65
1388,93,1313,1715,897,0,42
1404,1110,2087,1282,1022,0,35
1349,176,2331,678,1522,411,38
688,79,2232,1268,1342,682,65
1397,14,1407,1530,1368,458,70
1387,206,1073,1465,965,0,35
1379,379,2172,934,1585,709,50
1335,104,1840,691,1641,636,55
691,179,1655,1253,1188,0,62
1320,407,1253,1317,1150,0,51
1384,2210,1444,1346,1219,353,69
689,407,1666,1228,1095,19,36
1364,152,1814,1464,1633,0,63
696,772,3533,1263,1235,0,67
1370,859,1078,1690,1039,0,56
1395,569,996,1895,1662,325,42
689,1937,1869,1078,1066,205,38
1384,2057,2518,524,1269,1,36
692,25,3134,395,940,0,32
1383,1615,1556,1083,517,521,63
1383,1193,1218,889,1041,0,36
702,89,3055,574,1082,336,50
1385,1607,605,1154,666,704,47
1406,1535,2352,1667,1498,0,71
1428,411,1205,1801,1739,88,54
1358,1843,1818,968,781,458,29
1417,539,1320,1711,1064,0,53
1378,280,2786,464,720,0,55
624,804,2116,1573,1128,107,57
1344,1416,1322,1562,1772,144,66
1290,57,1555,1328,1249,620,58
1429,2563,1785,1066,1069,0,63
1374,777,1931,1857,1318,137,70
1331,325,1262,1078,1157,1162,69
1373,1521,1094,1290,907,0,31
1406,196,2098,1699,1107,0,55
1375,29,1224,1083,1023,0,52
632,1277,3854,433,1423,354,31
690,1416,3090,528,1078,213,39
1402,517,1882,843,1311,641,67
694,51,2220,1191,1164,679,72
1371,1667,1008,1294,1547,0,64
1418,140,1811,1732,1387,0,81
1406,1866,524,345,597,422,45
699,811,2546,1380,1323,118,69
1369,1298,1115,1438,1212,0,70
1372,80,1495,588,933,1,38
1395,1910,2065,1508,739,2,58
1418,2269,1152,1014,1033,0,64
1383,2481,1312,748,738,519,40
1403,711,1619,1678,1004,0,63
1353,452,1183,785,730,925,48
1357,560,2251,1136,1341,62,58
1400,2129,2363,1842,845,0,64
1383,339,1618,2012,2111,307,62
1413,524,1900,887,1428,3,71
1386,62,1253,917,1087,364,52
691,222,2139,1245,1311,566,68
1373,204,3168,326,1029,0,33
1419,114,1388,442,492,0,44
1313,238,1722,1271,945,168,55
1359,109,2943,1649,822,1,59
1381,679,1175,1765,781,0,39
1400,299,2269,1759,1076,0,76
1378,726,1050,1213,1471,0,52
1387,29,1003,1874,1712,0,57
1258,113,967,1303,1104,0,62
1411,1548,1871,1785,1299,0,74
1407,384,1875,1224,1008,166,47
1389,1285,1420,1596,927,136,41
713,660,2561,1103,1084,0,65
705,66,2850,407,826,12,75
1425,14,2287,1877,1897,0,70
1343,657,1519,411,1701,0,53
1385,1475,1289,1345,1062,444,65
1397,1768,1783,708,959,0,79
1313,1162,2295,1126,1467,539,57
1410,1852,2652,898,947,160,58
1365,965,1047,1167,1349,0,67
1421,404,2225,1415,1640,148,56
1413,1771,1942,1577,1081,0,76
1389,153,944,1574,2230,0,54
1122,2127,1035,1336,994,252,62
1327,1167,2709,1672,1103,99,52
1420,450,970,1520,1380,23,63
1393,18,2293,1801,1071,0,55
1394,1460,1598,1389,946,0,51
685,189,1678,592,760,772,48
1419,411,1120,1752,1171,360,78
1405,731,2376,1003,1292,111,76
1351,171,1582,1314,951,12,40
1396,1625,1896,1584,647,728,67
1424,248,1130,1101,1577,0,61
1411,56,2095,1143,1164,0,60
1393,1014,2924,976,1101,0,62
1424,2451,696,1352,1139,0,72
1373,-13,2750,1769,1506,107,76
1396,296,1671,1164,1192,0,37
1345,342,1306,1230,1936,231,45
709,587,3352,1084,1183,0,63
1331,507,1872,1185,946,209,33
1415,237,2160,313,1374,78,61
1320,1064,1835,1346,852,0,54
1402,1510,1943,1757,1748,192,62
1355,2413,1488,1373,989,110,65
1331,451,3358,720,1630,673,35
1398,2218,2469,668,941,0,38
1331,960,1502,1186,1567,736,54
1374,1398,1012,1431,778,265,44
1395,1732,1382,1206,1458,543,76
1397,278,2208,1349,1414,569,69
677,256,1637,1179,1150,0,60
1389,2684,2344,1670,1092,0,70
1394,342,1941,1391,1113,0,69
1392,982,2295,1767,1070,0,51
1393,1698,2492,690,1143,0,39
672,470,2970,401,978,12,20
1399,109,1940,814,1508,0,67
1386,705,1300,1028,1054,0,25
1402,177,1775,1249,1368,520,75
697,336,1336,733,1287,336,44
1379,205,1307,1130,781,689,42
1411,1414,1784,1101,1186,67,50
1379,375,1285,1751,1087,527,37
1398,92,1562,1434,1254,0,77
692,28,1428,1192,1168,0,36
693,275,3694,1201,868,0,33
1379,215,2068,1420,866,0,56
1354,663,1314,770,706,1081,54
965,1155,2012,1096,1249,278,40
694,1174,2708,1149,1270,0,36
1364,233,1378,1069,757,410,38
1385,389,1549,780,722,639,44
1386,370,1693,1139,1180,10,63
683,458,2560,451,1700,0,51
1398,418,1187,1232,1262,0,53
1376,1659,1569,1966,1702,0,60
683,578,2880,578,960,327,50
1391,2281,1911,589,1610,69,53
692,0,2234,1236,1328,63,60
1399,1548,1262,1244,753,0,30
1122,2340,1449,1262,1164,2,62
1420,1409,2088,1404,1101,0,40
1431,1032,654,818,698,0,61
1390,1173,1326,2008,2289,106,58
1344,-16,1261,1277,1627,525,55
696,571,2057,361,755,501,41
1399,2020,2083,1847,843,0,72
1395,1881,1167,1338,876,0,48
1405,161,2869,425,846,390,58
670,1862,2218,1170,941,0,52
1298,2259,774,835,1097,0,75
1349,2350,1914,1634,899,463,69
1369,89,2298,1334,1446,8,56
1412,409,1036,1798,1208,0,83
1383,385,2758,318,851,0,30
1395,411,3043,997,1215,3,62
1382,312,2176,1407,885,430,31
1401,223,1334,1721,1907,0,56
1425,173,1109,1353,1036,0,68
673,295,2845,437,986,640,23
1405,806,2656,1636,1570,290,68
1396,655,1855,1735,1068,48,48
1402,119,2145,860,1021,0,59
1372,1863,1383,1396,1229,396,65
672,34,1895,718,959,726,52
1417,1463,770,967,1093,376,70
1417,76,1647,1837,1188,195,73
1424,583,1768,1414,1202,0,72
1329,91,1473,1254,972,0,54
1379,1244,1157,1181,784,0,34
1310,155,1460,1205,955,479,49
1395,59,3080,1024,1007,0,56
1423,44,2583,1214,1184,0,69
1339,90,2028,862,1285,495,80
1330,256,2113,1186,1052,160,52
1419,140,1047,1720,1314,0,78
700,1025,2022,1268,1266,13,67
1379,167,1889,1280,865,0,69
1018,284,1313,930,1295,626,64
1378,1087,2213,1093,1321,74,63
676,1084,2230,474,1830,0,34
1408,26,1085,1619,1147,0,61
1341,1677,1433,1573,1145,395,69
1344,1541,1926,1745,975,0,49
1348,727,1538,1245,798,0,35
1381,1318,995,1138,725,0,36
1350,216,3554,400,932,478,35
1398,1402,2068,1675,1042,0,50
1403,171,1468,1461,1487,2,71
1351,308,1955,1247,1359,438,36
697,230,1805,1283,1164,17,70
1354,111,1181,1281,1468,0,50
690,1644,2796,480,950,0,42
1387,1046,2290,1868,984,0,59
1399,599,1721,934,1569,0,71
1351,246,1282,1004,1465,674,48
1322,202,1801,838,908,0,43
1399,66,1951,1114,1150,0,80
1416,1428,1242,1350,1175,86,67
1393,900,3423,1873,1049,0,47
1425,141,732,1915,1901,0,55
1404,474,1482,1559,991,238,77
1412,123,1254,906,1280,0,76
1370,196,2150,1228,1552,0,65
1346,456,1730,798,1728,62,48
676,58,2847,439,1591,0,28
644,228,3027,445,1420,686,34
1339,1689,2784,911,1352,0,46
1392,281,1581,1445,1634,405,73
1314,19,1431,444,492,1063,65
1410,443,1536,923,1428,1,75
682,187,1945,294,1024,287,55
1365,266,1175,1549,1577,160,62
1357,441,1748,1071,724,581,59
1422,369,1305,389,495,338,45
1388,382,1457,1045,850,514,66
1398,1910,1423,1845,857,0,57
1381,105,1498,1690,1198,0,60
1360,393,1259,1077,787,0,43
1386,150,1139,1070,1024,374,37
1320,508,1591,1107,840,669,34
1380,1827,890,1082,1334,7,65
1385,159,1348,1332,925,0,48
1389,2020,1887,1557,1019,0,82
973,186,2760,399,941,453,38
1414,383,1636,847,1004,0,62
696,513,3152,402,768,263,46
679,647,3395,398,745,5,38
1385,153,1317,1194,562,0,52
1379,389,1330,1712,845,319,57
1378,1153,1623,1220,1389,0,63
1376,376,799,1234,1442,118,52
650,732,3986,711,1150,600,32
1427,343,2309,1513,1238,9,68
697,1280,2881,435,809,0,40
1422,77,2630,764,951,0,79
1300,169,2235,491,517,565,64
1399,586,2559,1709,757,99,39
1360,954,1457,1165,1186,595,50
1423,705,1951,1215,983,67,63
1157,401,3561,441,850,150,38
1345,180,1109,904,1560,0,42
1424,547,1482,1149,961,8,64
1342,87,957,850,1622,0,50
1363,1893,880,701,1105,0,42
634,75,3982,438,1205,745,28
1424,80,2862,755,945,0,81
1378,1106,1149,1136,766,0,35
1422,728,1118,628,714,63,49
1425,353,1368,1973,1892,385,69
703,210,1859,1069,1363,0,69
688,241,2205,1296,1443,70,70
1385,1941,1301,1742,923,0,34
1355,338,1951,790,1452,721,75
1154,110,1155,1240,1053,885,58
1349,41,1619,760,1683,381,46
653,351,1745,1047,935,984,50
1404,1287,1837,1668,1126,0,60
1369,104,2264,1322,1463,78,57
1372,615,1743,948,694,388,41
1391,1011,1845,633,607,0,66
1357,711,1667,775,1691,265,44
1420,668,1942,798,1156,310,39
1386,503,1831,1388,1212,0,55
1388,117,1052,1566,906,0,39
1400,418,1640,1160,633,972,66
652,138,1071,1172,953,827,50
1408,87,2974,514,1109,0,27
1413,1250,1178,819,851,748,62
1347,726,1801,1289,1030,245,31
1334,872,2376,1826,866,418,58
702,735,2044,1242,1405,0,56
1411,683,795,1020,1328,0,75
1374,662,857,1205,1408,0,50
690,1149,1559,467,1119,572,57
710,42,3066,1029,1236,446,79
1389,10,1684,1911,1792,0,54
694,1788,3625,820,1209,299,63
1383,932,1719,1734,1343,352,80
1333,399,2052,1202,1802,0,53
1406,354,1592,1780,1045,568,75
667,1019,1886,1653,1047,0,47
1389,1965,1722,582,1502,0,46
1367,428,785,917,1460,438,43
1406,691,1888,932,1134,0,72
1400,1811,1292,643,832,619,54
1389,1376,2187,1835,858,0,60
1428,806,607,1911,1310,0,67
1389,2559,1463,809,1478,102,53
1413,107,2218,1480,1374,47,80
1357,59,1386,1261,1376,568,80
1394,598,2429,1493,658,0,61
673,32,3040,334,949,0,29
1393,1849,1707,586,1405,0,43
710,2117,3714,459,1246,248,63
1380,116,2058,505,622,0,66
1403,1564,1700,1609,1028,0,59
1378,396,2331,613,1846,302,54
666,1732,2102,388,480,0,40
1345,290,1429,858,1817,334,45
1329,404,1030,1109,806,0,51
1406,780,925,939,1292,0,75
667,1910,2361,1186,957,0,53
689,1890,2231,1115,1066,117,38
1341,214,1004,1200,849,0,38
1332,1261,1534,1199,930,41,43
1353,632,1376,1201,1142,35,35
1375,230,2259,1165,1462,722,77
1418,310,1462,655,707,0,43
1355,364,1078,197,529,652,55
1386,482,2263,1273,2163,0,59
691,91,3815,1303,998,18,35
1420,1650,886,1618,1420,0,63
688,401,3296,473,1052,0,40
1302,297,1875,1043,1085,477,35
1372,97,1986,1290,1355,548,42
779,1052,1586,1221,1266,0,25
1091,844,1422,381,502,399,43
684,925,2122,282,1014,0,54
1396,2029,2166,1421,724,0,32
1427,2169,1771,1243,1170,8,67
1410,877,2206,1676,1544,208,86
1354,288,1663,1276,1206,165,50
1412,428,1548,1335,1128,0,43
681,160,1681,997,771,1161,33
1389,92,1050,1498,933,0,40
1429,857,1954,650,498,141,49
1399,1061,2243,1778,1510,0,74
1407,1773,1126,883,619,140,49
1399,1388,2219,790,1291,0,77
654,289,3740,444,1278,542,28
1406,251,3078,410,1105,0,33
1428,2478,1419,1085,1109,249,63
1400,831,1570,762,795,545,58
1409,1151,2249,1701,1105,0,58
1267,596,979,1121,832,1009,49
1422,378,1915,576,862,1,55
1394,113,2386,1827,1485,342,70
1425,480,1605,1899,1571,0,70
1386,129,2079,1903,1890,0,66
1418,679,1398,1828,1170,0,68
1309,873,1237,1304,819,0,50
1387,-16,2453,1913,1871,403,55
1359,2380,2281,579,1770,424,37
1373,892,1661,907,1155,796,69
1389,710,1581,1759,1015,0,46
1381,1557,1208,1649,779,23,42
1376,1777,1777,1040,1130,165,41
1378,2330,348,991,1188,0,62
1362,376,2553,1727,861,1,58
1396,646,1590,973,2224,0,53
665,236,3012,444,1426,343,33
1390,116,2075,1537,534,547,69
1336,1279,1556,1597,1136,0,82
1341,760,1129,1313,1053,0,62
1427,181,1318,1727,1336,0,66
1433,1686,801,1516,1533,0,56
1381,2584,737,1510,816,0,35
1411,1813,2003,1697,1543,0,63
682,500,1966,1124,1205,206,33
1311,1186,1433,1227,824,229,43
1413,221,841,1497,1365,0,46
1398,1306,1308,1719,848,0,59
1344,722,522,541,634,1231,37
678,727,2718,1054,1314,487,80
1414,1559,1954,1407,1273,43,69
1373,373,993,1578,1164,0,69
1339,1234,830,416,1307,227,49
1342,1599,1855,599,1474,101,39
987,115,1692,1215,1403,0,48
639,137,3429,465,1941,532,56
1421,1813,2234,1605,1388,11,73
1395,2078,1841,1851,824,0,72
1361,847,1915,655,590,547,49
1408,482,1961,416,1222,0,52
1361,252,2984,1833,1653,233,83
1373,1058,1208,1488,827,218,45
1336,212,1739,1259,1009,608,46
1423,275,2170,1208,1006,0,66
693,1133,3130,503,1072,42,41
1382,687,1354,1362,785,0,40
1407,1267,2963,665,953,196,42
679,154,2373,1105,825,0,32
1397,438,1364,1848,885,0,60
1358,225,1160,1501,820,0,39
1383,2688,1235,1519,639,0,29
1363,689,1290,1231,738,0,32
692,573,1729,1293,1304,0,67
1424,1264,1349,1678,1509,0,76
1396,163,1497,1499,1375,0,72
1282,276,1431,1176,869,478,48
1394,329,2470,1910,1355,30,77
1340,1228,1151,410,1633,0,47
1340,604,1545,422,1535,244,52
677,70,1594,950,1341,0,44
1392,1459,1170,578,1368,0,42
1399,-16,2648,995,735,98,32
1418,140,1407,440,488,0,44
1399,347,2256,1507,739,0,55
1430,423,1320,1004,1583,160,52
1404,869,1708,957,1120,0,70
1389,348,1046,1512,1533,332,82
1376,1547,1363,1169,1169,0,36
1408,922,1078,894,1106,97,72
1425,1094,1249,1539,1254,0,79
1371,1105,2051,1247,1284,461,41
1391,699,991,1497,1532,0,75
1394,83,1656,1863,1009,0,39
1427,1061,2675,1281,1533,0,56
1389,194,2093,1881,2020,0,64
690,93,2217,1325,1463,0,67
1424,39,2325,1187,1457,521,66
1384,1437,1749,401,703,936,49
1357,104,1481,611,1577,622,45
1402,268,2454,1530,1233,0,77
1388,1485,1007,1432,1064,0,64
1311,969,619,632,749,461,39
1386,99,1891,1614,735,0,57
1384,722,3146,1474,1478,1,75
1399,2117,2193,1207,1318,0,74
1339,566,1875,1982,1443,351,72
1387,2607,1827,1848,1095,256,68
1375,110,1000,1216,1094,0,62
1379,100,3209,797,1585,0,82
1382,819,1179,1546,905,309,71
1363,68,3400,398,1526,359,40
1364,403,2208,889,1519,552,72
1431,175,1742,795,717,475,51
1405,2346,1365,1614,979,0,55
1425,114,1320,1719,1252,0,69
1392,2191,730,1292,1424,0,48
701,1336,1778,409,722,529,38
1346,1660,1228,1079,925,0,43
1359,1467,1888,928,1526,506,84
1349,697,957,940,1271,710,43
1418,548,924,1641,1306,0,68
670,731,3538,441,1119,451,74
1428,168,2061,1599,1523,0,52
1329,777,2032,1958,1466,264,71
1310,361,1566,490,943,653,50
1354,40,1384,1350,1198,428,54
1362,1575,1207,1377,1647,594,56
1335,1222,1387,1679,1145,62,72
1414,1747,1077,1116,1231,0,74
1340,1201,1891,606,1278,489,42
1412,1690,910,485,1048,646,59
1304,922,2094,1142,1712,642,46
1426,1232,1277,1414,1506,0,73
1378,455,2000,1691,1037,0,65
690,216,1710,621,856,987,46
1427,762,919,1429,1596,0,58
1350,14,1908,1328,1121,318,71
1347,928,1264,1211,742,404,51
1418,410,1263,1754,1013,516,75
1351,245,3041,1834,1687,280,83
691,600,2492,991,1024,0,39
1390,530,997,1498,1540,0,75
1415,515,1692,600,592,589,51
1337,751,1269,1206,1077,0,35
1389,811,1548,1071,1175,177,37
1422,290,2278,621,1046,0,60
1382,2210,848,909,1237,0,64
1419,1443,2171,915,913,78,70
685,412,2299,777,1007,21,54
1361,828,1521,1618,942,0,71
1404,2049,2618,1655,1177,0,80
1409,1844,1887,1715,1433,0,66
1347,1436,3835,434,1265,582,51
1367,309,2170,1129,925,0,28
1418,2204,716,1086,910,0,65
1383,92,2507,1542,1201,317,83
1378,1019,1284,1225,586,0,45
1391,1057,1382,919,533,0,40
1414,486,1542,520,1348,270,58
1381,837,2431,1630,1574,0,59
1360,187,1331,1131,1713,410,63
1405,2312,2516,1599,952,0,71
694,633,1882,535,1012,673,37
689,83,1753,549,1136,0,34
1360,1831,2026,1770,1165,62,69
692,95,2338,1263,1168,0,34
1422,1621,1509,899,877,0,65
1365,9,2086,1505,1385,207,78
1301,447,1599,990,1075,700,34
1384,188,1055,1622,787,258,49
1389,342,2283,1643,847,708,54
1404,567,1847,976,1089,0,75
1405,1330,1507,694,611,471,51
1380,809,1156,1423,718,0,39
1334,460,2064,616,1686,448,50
1376,1906,1944,1611,1104,0,76
1393,1621,1288,1059,1037,438,34
1394,82,1556,1430,1264,0,75
677,774,3313,1044,648,494,38
1371,1244,1907,1385,859,0,55
1370,352,2229,1817,1453,106,74
1380,46,1033,1678,835,0,49
1352,423,1357,1245,903,0,32
1300,160,814,1156,643,1012,45
1275,728,2246,285,653,277,49
978,330,1604,375,442,934,42
1380,1755,1676,427,742,0,50
1345,490,2755,1799,1508,89,75
1333,1229,1690,847,1313,619,56
1375,169,1577,1145,1223,55,42
1395,1517,1209,1123,1348,0,58
1412,1660,872,843,945,3,64
1352,1013,2134,1791,814,655,60
1418,241,879,1682,1279,0,77
1363,396,1568,1252,1150,60,40
1372,1486,881,906,1286,0,40
1393,414,2521,1694,833,0,48
1396,605,1785,1206,1598,0,45
1381,79,1469,713,586,718,46
673,207,2691,1289,1162,0,36
1391,1796,1825,1509,1573,0,66
1379,37,1272,516,943,110,37
1357,300,1329,1024,1064,0,31
1427,2438,743,1048,976,0,61
1340,1565,1588,1029,1673,0,55
1345,306,1336,1342,1552,285,56
674,2066,2701,543,923,474,41
693,557,2940,1273,1250,0,40
1369,2019,695,594,423,723,51
687,586,3074,1220,1100,7,37
1423,1560,1258,1852,1410,0,68
1422,305,1112,1482,1546,0,50
1386,52,1688,1117,850,0,53
1405,2161,1279,377,789,211,66
693,77,1520,816,1113,85,33
1382,658,1458,1190,1218,0,40
1399,1048,1652,1776,970,0,70
1400,273,2424,1657,1159,0,58
1392,1360,1079,1464,724,196,40
706,65,1690,490,761,622,71
1422,286,1473,1484,849,669,67
1429,1020,2314,1726,1083,0,62
1387,83,1131,1416,1493,0,76
1411,392,1749,721,622,419,51
1319,560,1767,1340,1387,142,61
667,424,1600,384,522,0,45
684,46,2701,445,1591,1,28
1391,1176,805,357,597,283,48
1392,941,2325,1751,1075,0,51
1391,2059,1234,1869,1586,236,54
1382,2187,2261,1844,1372,0,46
1382,201,1701,1632,1305,11,71
1394,1554,2210,1730,1008,0,44
1418,334,2034,692,1432,9,69
1341,663,1110,738,1476,0,45
1367,67,1372,820,830,628,34
687,443,1611,689,568,0,51
1394,1141,1636,1703,1064,0,49
1373,752,1373,1686,775,0,42
1381,418,1183,1549,750,58,38
1364,1384,1166,1243,1193,0,61
1378,708,1057,1233,1297,0,60
1380,320,1196,1646,820,0,40
1391,500,834,1651,699,0,43
1369,2342,1265,1300,872,17,48
1404,94,1829,667,1010,475,80
1409,1283,1138,401,832,0,48
671,1077,2961,543,804,355,38
1421,317,1254,1672,1170,0,60
1405,460,2140,997,1225,18,77
1395,856,1592,1389,1175,0,83
1344,319,2810,654,900,70,42
1351,98,3069,341,939,82,30
1321,227,2022,1227,877,30,51
1373,59,1218,1205,754,1,59
707,2016,1531,1237,1169,0,63
1390,525,1620,1672,869,0,52
1425,1254,2215,1427,873,0,68
1420,2261,1807,1894,1493,0,66
1325,1879,1369,927,1077,546,60
1405,844,848,1007,1109,0,58
1395,276,2658,1483,868,0,31
1373,1126,4277,526,569,1,34
1265,344,1451,1186,1128,1101,54
1407,2472,1645,1507,1020,0,57
1422,1666,257,564,558,0,31
1404,1157,2073,1476,1346,0,73
1393,15,2163,854,1249,453,83
1425,1888,970,1274,902,0,61
1375,542,1013,1558,961,0,35
1341,265,2772,464,1488,709,44
1339,368,2595,1116,1724,0,45
1400,678,1483,1577,2071,0,61
1420,100,2332,1729,1255,0,70
1375,49,804,780,1525,0,53
1353,164,1318,1631,1018,156,42
1369,549,1336,1363,793,185,37
1385,2647,1102,1288,1547,0,51
1332,1545,1328,1258,1396,4,65
1388,484,2302,1871,1017,0,40
1369,909,1458,1614,788,0,53
1420,1773,1472,902,877,0,64
1312,397,1357,995,1579,413,41
1358,187,1172,1086,832,0,30
1370,1417,1690,988,2018,209,50
1371,12,1303,1557,732,202,41
1389,812,1743,1704,1074,0,47
1410,333,1205,213,1050,0,53
667,434,1377,954,999,451,45
1311,1298,2039,1206,886,0,44
1340,172,1785,1175,1693,3,45
1426,2202,910,1311,893,0,58
1362,484,1199,1185,1042,8,34
1400,1172,2095,1128,1314,0,76
1310,2104,1610,1019,820,660,41
1390,1532,1039,1833,1763,0,55
1424,218,1367,1744,1251,14,68
1399,238,1847,942,1145,0,75
1372,374,2524,1147,1433,14,59
1332,66,1422,1241,1852,256,43
1365,413,1388,815,1781,169,45
1368,213,2241,962,1404,190,73
1424,65,2052,536,1001,252,53
707,121,2865,428,1117,46,63
1402,953,1907,1818,832,53,60
1406,2298,2119,1554,1114,185,61
1388,26,1080,1504,1619,37,70
1358,608,2314,1637,667,307,55
1390,239,1196,385,1229,0,47
1391,522,3853,406,693,78,35
1392,1108,2354,1684,1452,148,62
1212,323,2379,1273,1353,0,38
1430,1233,2124,1876,2069,0,63
1345,475,2250,1570,764,460,57
1371,816,2369,1210,1231,0,44
1396,1600,1138,1227,750,0,28
1417,149,1226,932,1170,0,63
692,449,1743,1130,1050,592,68
1368,1398,1567,1299,1219,0,37
1356,156,1617,1138,961,707,68
1348,1509,1248,1018,610,579,34
1347,33,1575,442,478,1051,64
664,849,898,373,444,976,40
1332,502,1613,845,821,554,53
1348,774,1189,806,1512,2,46
1389,1623,2133,1757,1351,298,77
1420,919,837,1139,1263,6,76
1394,1382,1680,1636,901,0,64
1380,39,1323,965,1114,0,52
1360,1576,1703,888,1554,413,68
1419,641,1418,1019,1061,0,33
1418,1185,1227,866,1254,0,78
1391,925,1069,1532,1111,0,60
1405,1085,2243,1519,1373,34,77
1384,834,1223,731,756,0,39
1411,2233,2431,1565,858,0,69
1419,334,2616,982,1149,0,63
1369,835,1325,690,746,471,45
1411,1988,1968,1756,1191,15,69
1355,463,1202,1012,599,870,56
1375,59,2778,1678,832,0,58
1402,1071,2856,512,987,49,31
1403,870,941,1191,1241,0,48
1362,320,1401,1625,1473,274,63
1385,441,1517,409,550,1,54
1375,196,853,972,1587,0,61
1420,253,1253,698,1071,0,67
1389,1191,1710,1339,837,41,38
1384,123,3596,734,1299,7,48
1369,1453,1236,1086,1168,0,36
1373,214,907,930,538,732,51
1368,338,863,957,1443,637,43
1383,323,1010,1679,768,0,54
1399,138,1748,1537,1560,0,52
1392,1682,1956,1149,1629,0,42
1340,624,1915,1109,1219,162,70
1408,1047,1970,910,1023,0,62
1349,1938,1709,1206,946,176,23
1363,84,2787,372,1733,0,40
1406,825,2142,1808,1283,0,75
1348,2325,1584,1246,566,819,69
1403,1013,2648,685,1381,0,77
690,354,1815,391,783,649,36
1387,1616,1385,564,1514,0,39
1340,877,647,1342,1396,0,64
1402,461,1776,904,1125,0,34
696,58,2685,386,706,0,31
1353,623,1430,1051,729,757,50
1385,698,1816,422,639,0,54
1374,1166,862,1298,1297,0,64
1385,204,1857,1536,1510,0,76
1332,429,1466,1088,776,0,43
1400,2196,2807,1143,1166,563,78
1370,732,1730,807,1182,335,53
1396,69,3278,733,1052,0,52
1391,21,1142,1556,1498,0,77
1304,16,2266,1541,802,440,55
1360,199,1504,1405,1588,555,65
1335,292,1179,1756,894,153,58
1417,487,1101,1775,1161,429,77
708,1725,2778,428,748,0,69
1376,2103,859,451,878,516,57
670,52,3280,452,1830,292,31
1313,630,1573,769,1605,0,48
690,46,3165,498,778,417,40
1347,277,1094,385,1349,0,47
1382,645,2175,702,954,557,79
693,751,1654,1068,1339,607,30
1382,2105,2289,1776,892,0,48
1335,226,1569,1216,1032,272,56
1383,1474,948,1600,878,0,40
764,647,1001,1143,1004,0,51
1323,1014,1260,368,471,1043,59
1387,210,1776,1065,856,14,53
1413,260,1393,308,612,0,46
1429,646,1717,1453,1663,0,58
686,559,1502,1308,1497,1,49
645,378,1787,1052,1053,883,35
1382,1314,1678,1410,1020,0,55
1367,153,1328,1082,849,492,33
1403,599,2490,1378,1432,0,67
1399,1477,2328,401,1144,0,63
1417,175,907,1315,1375,0,60
1374,119,2015,1832,1191,17,73
1400,2126,2861,1146,1172,572,78
1412,2509,1341,466,1016,418,64
1351,521,1696,1004,933,292,31
1367,886,1133,1233,1160,213,64
1380,1200,1226,1144,1461,0,59
1380,555,884,1535,1595,111,61
1373,422,2062,1839,1200,93,69
1390,2461,1941,1724,1371,0,73
1411,898,1336,305,598,0,49
1332,507,1741,1604,1759,729,65
1369,655,1429,1156,845,0,50
1428,1911,1458,1062,813,0,59
1424,388,1610,1245,1029,0,64
1383,660,1267,1265,1487,0,54
1392,1063,1042,1504,1257,0,84
692,808,1762,536,948,620,36
1427,579,1402,1231,1019,92,58
1381,187,2358,1313,1229,371,77
1303,198,2305,1314,1564,401,60
1361,803,1824,224,952,77,39
1288,194,3142,1342,1282,0,51
665,201,3604,402,1392,0,25
1426,1378,1443,1268,1585,0,54
1313,910,1481,1326,1120,58,54
1420,221,898,1701,1134,0,64
649,282,2978,344,935,0,31
1397,104,2469,1462,870,202,46
1409,679,2242,1391,873,104,32
1414,2299,1134,910,1155,0,81
1408,72,1020,1791,1188,0,81
675,132,2942,1268,1217,662,28
700,971,1530,412,723,710,38
1422,555,1493,786,788,0,49
1383,1025,1193,1211,550,1,47
1420,353,864,1783,1144,0,76
1392,1152,2132,1501,729,0,56
1336,319,2273,1712,742,27,56
1388,1124,1484,1624,770,0,58
703,566,3755,1184,1323,180,66
1388,442,1324,1180,1038,0,42
1394,1842,3156,456,1098,2,39
1427,151,1873,2038,1831,0,69
1391,356,1977,307,766,809,27
1369,86,1753,756,1508,0,47
700,1828,2154,401,831,0,43
1403,77,1844,1349,1248,0,70
690,354,3112,1209,1241,45,24
1378,576,3369,296,843,90,38
1417,413,894,1380,1227,0,69
1398,2017,1105,1086,1160,0,80
1410,2059,1698,1258,1165,0,78
1408,856,1148,331,776,0,47
1413,1322,1712,1682,1171,44,68
1409,1063,1348,1633,1214,0,64
1424,774,1013,1389,1594,0,59
1344,52,904,782,1723,0,44
1419,-14,2133,1822,1562,0,72
1419,-8,1926,956,1474,189,74
1393,1680,1988,1862,1327,228,67
1397,1952,1537,1543,955,0,56
1351,174,2639,327,944,668,29
1323,457,2027,1206,1804,187,60
1347,446,1255,1059,1016,0,36
669,459,2265,816,1518,0,58
1355,1623,2360,1255,1486,658,38
1390,1796,2143,461,764,0,56
